carid,pushDate,pushPrice,updatePriceTimeJson
606,2021-09-13,6.0,"""{""""2021-09-15"""": """"6.5"""", """"2021-09-19"""": """"5.5"""", """"2021-10-06"""": """"5.2""""}"""
936,2021-09-17,1.5,"""{""""2021-09-20"""": """"0.6""""}"""
1203,2021-09-25,5.85,{}
19592,2021-07-09,18.68,"""{""""2021-07-28"""": """"16.6"""", """"2021-08-01"""": """"17.8""""}"""
9120,2021-08-25,9.1,"""{""""2021-09-17"""": """"8.9""""}"""
826,2021-09-05,81.0,{}
28437,2021-09-23,22.2,{}
72252,2021-08-14,9.48,"""{""""2021-09-10"""": """"9"""", """"2021-10-11"""": """"8.58""""}"""
58715,2021-08-12,16.38,"""{""""2021-09-06"""": """"15.68"""", """"2021-09-23"""": """"15.58""""}"""
35983,2021-08-01,6.1,"""{""""2021-08-02"""": """"5.8"""", """"2021-08-09"""": """"6"""", """"2021-08-14"""": """"5.7""""}"""
56010,2021-08-27,56.99,{}
72720,2021-08-07,20.0,"""{""""2021-08-12"""": """"19.5""""}"""
411,2021-09-08,23.58,"""{""""2021-09-13"""": """"19.2""""}"""
709,2021-09-05,44.0,{}
19517,2021-09-12,2.2,{}
8003,2021-07-18,19.2,"""{""""2021-07-22"""": """"19"""", """"2021-07-26"""": """"18.8"""", """"2021-08-02"""": """"18.6"""", """"2021-08-13"""": """"18.48""""}"""
6241,2021-10-12,19.5,{}
14173,2021-11-26,19.8,"""{""""2021-11-30"""": """"18.6"""", """"2021-12-01"""": """"18""""}"""
119,2021-08-03,3.5,"""{""""2021-08-10"""": """"3.3""""}"""
22258,2021-10-05,9.38,{}
32844,2021-11-21,7.5,{}
66504,2021-08-13,29.3,{}
1430,2021-09-06,3.7,{}
12730,2021-08-14,9.98,{}
796,2021-09-18,14.3,{}
193,2021-09-13,10.49,{}
1268,2021-09-08,15.5,{}
21606,2021-11-01,8.98,{}
70493,2021-08-04,6.48,{}
2407,2021-11-23,8.49,{}
18729,2021-09-23,3.5,{}
10750,2021-08-19,4.0,{}
539,2021-09-10,0.3,"""{""""2021-09-16"""": """"0.35""""}"""
504,2021-09-26,6.8999,{}
1311,2021-07-22,10.0,"""{""""2021-08-29"""": """"9.21""""}"""
4472,2021-10-06,2.88,"""{""""2021-10-16"""": """"2.8""""}"""
47177,2021-09-22,8.88,{}
60144,2021-08-31,17.0,{}
27388,2021-10-07,4.9,{}
49068,2021-10-17,11.28,{}
201,2021-09-02,5.5,{}
25733,2021-10-12,7.68,{}
372,2021-08-06,13.5,{}
45973,2021-09-02,7.3,{}
525,2021-09-20,5.9,{}
42428,2021-10-20,3.99,{}
318,2021-08-11,7.7,{}
15930,2021-09-26,2.98,{}
101,2021-08-12,1.2,{}
630,2021-08-25,8.9,{}
62951,2021-08-10,39.98,"""{""""2021-08-16"""": """"39""""}"""
61174,2021-08-29,30.6,{}
48535,2021-09-13,1.9,{}
35085,2021-11-05,3.99,{}
34054,2021-08-22,18.2,{}
25418,2021-11-26,8.98,{}
37753,2021-09-14,3.3,{}
1129,2021-08-27,1.2,"""{""""2021-08-28"""": """"1.5"""", """"2021-09-29"""": """"0.74""""}"""
1482,2021-07-25,9.98,"""{""""2021-08-21"""": """"9.7""""}"""
754,2021-10-06,3.2,{}
163,2021-09-18,11.8,{}
49237,2021-11-27,2.95,"""{""""2021-11-29"""": """"3.5""""}"""
399,2021-09-19,13.0,"""{""""2021-09-27"""": """"12.0"""", """"2021-09-28"""": """"10.5"""", """"2021-10-12"""": """"9.1""""}"""
52561,2021-10-21,3.5,{}
1384,2021-09-22,3.3,{}
48634,2021-11-19,15.48,"""{""""2021-11-21"""": """"15.5"""", """"2021-12-03"""": """"14.98""""}"""
692,2021-07-27,10.0,"""{""""2021-08-04"""": """"7.0""""}"""
1005,2021-09-14,16.5,{}
215,2021-08-26,28.5,"""{""""2021-09-09"""": """"27.7"""", """"2021-09-22"""": """"27.4""""}"""
37215,2021-08-30,21.5,{}
981,2021-10-05,5.0,{}
17297,2021-09-18,6.9,"""{""""2021-09-25"""": """"6.3""""}"""
54473,2021-09-21,2.0,{}
54189,2021-08-04,7.8,{}
18116,2021-09-14,14.0,{}
15786,2021-11-20,6.0,{}
67286,2021-10-17,46.58,{}
1167,2021-09-17,8.8,{}
11766,2021-10-13,47.8,{}
40606,2021-10-17,0.88,{}
26543,2021-09-07,19.8,"""{""""2021-09-09"""": """"18.8"""", """"2021-09-11"""": """"18""""}"""
46187,2021-08-24,1.88,{}
871,2021-09-17,3.8,{}
19623,2021-11-26,9.0,"""{""""2021-11-30"""": """"8.88"""", """"2021-12-02"""": """"8.68""""}"""
451,2021-09-27,14.9,{}
680,2021-09-23,15.8,{}
41741,2021-09-02,31.5,"""{""""2021-09-03"""": """"31.2"""", """"2021-09-13"""": """"30.88""""}"""
33237,2021-09-24,5.98,"""{""""2021-09-28"""": """"4.98""""}"""
65704,2021-08-06,53.8,{}
22278,2021-08-28,5.2,{}
272,2021-07-14,15.38,"""{""""2021-08-14"""": """"15.98"""", """"2021-09-11"""": """"14.5""""}"""
57838,2021-08-14,11.98,{}
64981,2021-10-06,1.98,{}
20119,2021-07-22,15.8,"""{""""2021-08-11"""": """"9.38"""", """"2021-10-05"""": """"8.68"""", """"2021-10-12"""": """"7.88""""}"""
10878,2021-11-12,7.6,"""{""""2021-11-14"""": """"7.3"""", """"2021-11-21"""": """"7"""", """"2021-11-26"""": """"6.9""""}"""
968,2021-08-11,8.1,"""{""""2021-08-29"""": """"8"""", """"2021-09-07"""": """"7.8"""", """"2021-09-18"""": """"7.2""""}"""
34789,2021-09-18,18.5,"""{""""2021-09-19"""": """"18.3""""}"""
46143,2021-11-13,12.88,{}
57071,2021-11-24,23.78,{}
182,2021-09-28,3.9,{}
890,2021-07-03,15.5,"""{""""2021-08-14"""": """"13.7""""}"""
56899,2021-08-09,62.75,{}
70203,2021-09-30,15.88,{}
49090,2021-08-02,7.2,{}
58529,2021-09-05,2.88,"""{""""2021-09-10"""": """"2.5"""", """"2021-09-13"""": """"2.38""""}"""
55795,2021-08-11,8.98,"""{""""2021-08-17"""": """"8.68""""}"""
428,2021-10-12,2.4,{}
107,2021-09-02,3.4,{}
1593,2021-08-08,1.0,{}
59442,2021-09-28,6.4,"""{""""2021-10-26"""": """"6.2""""}"""
804,2021-08-19,1.2,{}
52743,2021-10-20,1.3,"""{""""2021-10-21"""": """"1.35""""}"""
73880,2021-09-19,12.18,{}
300,2021-09-04,3.5,{}
29983,2021-09-22,3.1,"""{""""2021-10-10"""": """"2.85""""}"""
1245,2021-07-31,11.5,"""{""""2021-08-15"""": """"10.98"""", """"2021-08-29"""": """"10.8"""", """"2021-09-08"""": """"9.97""""}"""
8019,2021-10-23,8.6,{}
73966,2021-09-11,6.8,{}
21960,2021-08-27,3.9,{}
1617,2021-07-23,6.2,"""{""""2021-08-03"""": """"5.9""""}"""
33386,2021-09-14,5.6,"""{""""2021-09-21"""": """"5.8""""}"""
21789,2021-07-25,48.8,"""{""""2021-08-30"""": """"48"""", """"2021-11-05"""": """"45.8""""}"""
343,2021-09-22,1.48,{}
14819,2021-07-16,17.8,"""{""""2021-08-21"""": """"17""""}"""
34298,2021-08-05,7.28,{}
10636,2021-09-07,47.8,{}
69363,2021-10-25,11.5,{}
1546,2021-10-05,5.0,{}
32422,2021-08-09,11.5,{}
45669,2021-09-26,9.88,{}
44994,2021-10-09,8.58,{}
38822,2021-09-12,29.8,"""{""""2021-09-17"""": """"28.8"""", """"2021-09-22"""": """"28.5"""", """"2021-09-23"""": """"27.9""""}"""
55928,2021-11-11,16.8,{}
1327,2021-09-27,5.6,{}
67925,2021-10-12,8.6,{}
60041,2021-09-19,4.5,{}
42249,2021-08-27,6.5,"""{""""2021-09-04"""": """"5.9""""}"""
1333,2021-09-29,1.8,{}
1078,2021-08-23,16.0,{}
66201,2021-09-18,11.5,"""{""""2021-09-19"""": """"11.8""""}"""
118,2021-08-08,0.6,"""{""""2021-08-15"""": """"0.5"""", """"2021-08-18"""": """"0.2""""}"""
6633,2021-06-08,88.9,"""{""""2021-08-30"""": """"87.5""""}"""
567,2021-07-20,4.38,"""{""""2021-08-29"""": """"4.2"""", """"2021-09-07"""": """"3.9""""}"""
64367,2021-08-08,5.5,{}
43269,2021-07-04,14.98,"""{""""2021-07-27"""": """"14.38"""", """"2021-09-10"""": """"13.5""""}"""
12653,2021-10-16,25.3,{}
36260,2021-09-03,3.8,{}
22416,2021-09-30,9.5,"""{""""2021-10-01"""": """"8.9799"""", """"2021-10-02"""": """"8.88"""", """"2021-10-04"""": """"8.86"""", """"2021-10-06"""": """"9.08""""}"""
67411,2021-08-17,3.8,{}
66668,2021-09-10,6.6,"""{""""2021-09-19"""": """"6.5""""}"""
45689,2021-09-10,25.19,"""{""""2021-09-23"""": """"24.98""""}"""
1062,2021-08-09,41.0,{}
37196,2021-07-31,6.5,"""{""""2021-08-14"""": """"6.3"""", """"2021-08-26"""": """"5.9"""", """"2021-09-22"""": """"5.85""""}"""
1630,2021-08-25,1.3,{}
62124,2021-11-10,18.0,{}
58284,2021-09-12,11.7,{}
47795,2021-09-24,7.98,{}
18191,2021-07-24,4.38,"""{""""2021-08-19"""": """"4.58""""}"""
98,2021-09-11,4.7,{}
1295,2021-08-05,5.16,{}
8505,2021-10-07,2.2,{}
1626,2021-09-13,6.0,"""{""""2021-09-16"""": """"5.5"""", """"2021-09-20"""": """"5.2""""}"""
57059,2021-07-13,3.68,"""{""""2021-08-21"""": """"3.42""""}"""
62467,2021-07-31,22.58,"""{""""2021-08-11"""": """"21.38""""}"""
2939,2021-08-09,6.98,{}
874,2021-09-05,43.2,{}
861,2021-09-12,12.0,{}
3,2021-09-26,17.12,{}
43964,2021-10-27,10.98,{}
21241,2021-09-20,5.7,"""{""""2021-09-24"""": """"5.4"""", """"2021-09-26"""": """"5.3""""}"""
361,2021-08-12,4.7,{}
52128,2021-09-04,24.08,{}
48137,2021-09-07,6.1,{}
1051,2021-07-22,2.9,"""{""""2021-08-29"""": """"2.64""""}"""
1093,2021-08-17,11.0,{}
5287,2021-09-07,22.0,{}
737,2021-10-10,14.0,{}
36694,2021-09-27,16.5,{}
62029,2021-09-18,8.98,{}
690,2021-08-01,0.88,"""{""""2021-08-08"""": """"0.95""""}"""
1562,2021-08-22,13.4,{}
889,2021-09-17,10.3,"""{""""2021-09-23"""": """"10.4""""}"""
10166,2021-11-24,10.5,"""{""""2021-11-25"""": """"12""""}"""
42268,2021-09-02,4.68,{}
25829,2021-09-15,8.8,{}
41752,2021-10-13,5.5,{}
846,2021-08-12,1.52,{}
34116,2021-08-22,5.5,"""{""""2021-08-27"""": """"5.2"""", """"2021-09-10"""": """"4.8"""", """"2021-09-13"""": """"4.5""""}"""
57559,2021-07-04,7.15,"""{""""2021-07-06"""": """"6.95"""", """"2021-07-26"""": """"6.8"""", """"2021-08-03"""": """"6.67"""", """"2021-08-10"""": """"6.63"""", """"2021-08-21"""": """"6.47"""", """"2021-09-06"""": """"6.43""""}"""
69952,2021-08-13,5.5,"""{""""2021-08-14"""": """"5"""", """"2021-08-21"""": """"4.9"""", """"2021-08-24"""": """"5.18"""", """"2021-10-11"""": """"4.98""""}"""
33293,2021-07-26,4.98,"""{""""2021-08-20"""": """"4.88"""", """"2021-10-12"""": """"4.8""""}"""
15595,2021-08-09,20.6,{}
58286,2021-09-22,9.0,{}
49373,2021-09-21,3.75,{}
69717,2021-10-15,9.0,"""{""""2021-10-17"""": """"8.8"""", """"2021-11-02"""": """"8.7""""}"""
985,2021-09-06,36.0,{}
49748,2021-09-17,2.98,{}
66552,2021-09-06,9.98,{}
59953,2021-08-19,9.28,{}
54564,2021-08-28,6.38,{}
1255,2021-07-29,8.18,"""{""""2021-08-14"""": """"7.34""""}"""
82,2021-08-18,7.5,{}
10568,2021-10-08,22.8,{}
160,2021-09-28,8.8,{}
6623,2021-10-16,14.68,"""{""""2021-10-17"""": """"14.5"""", """"2021-10-18"""": """"14.2"""", """"2021-10-19"""": """"14"""", """"2021-10-29"""": """"13.9""""}"""
143,2021-09-12,10.6,"""{""""2021-09-18"""": """"10.1""""}"""
13085,2021-08-31,24.68,{}
1124,2021-07-26,1.5,"""{""""2021-07-30"""": """"1.48"""", """"2021-08-12"""": """"1.38"""", """"2021-08-26"""": """"1.28"""", """"2021-09-11"""": """"1.08""""}"""
28173,2021-10-26,18.0,{}
66773,2021-09-23,4.5,{}
31433,2021-08-25,19.5,"""{""""2021-09-08"""": """"18.9""""}"""
15891,2021-10-30,11.88,{}
66772,2021-08-18,4.6,{}
42847,2021-09-23,23.0,"""{""""2021-10-06"""": """"21.8""""}"""
31656,2021-08-27,10.3,"""{""""2021-09-08"""": """"9.9""""}"""
1101,2021-09-22,4.2,{}
1042,2021-08-05,3.38,{}
39170,2021-08-14,37.5,"""{""""2021-09-02"""": """"37.2"""", """"2021-09-15"""": """"36.8""""}"""
1002,2021-08-13,3.4,{}
13046,2021-07-13,5.35,"""{""""2021-07-23"""": """"5.15"""", """"2021-07-26"""": """"5.3"""", """"2021-08-02"""": """"5.1""""}"""
54739,2021-09-10,23.0,{}
49739,2021-10-08,12.0,{}
8773,2021-11-16,9.98,{}
26832,2021-11-01,1.2,{}
15863,2021-08-22,4.0,{}
952,2021-09-20,10.6,{}
56689,2021-07-14,13.4,"""{""""2021-07-17"""": """"13.2"""", """"2021-08-15"""": """"13.1"""", """"2021-09-01"""": """"13""""}"""
54859,2021-09-05,6.2,"""{""""2021-09-13"""": """"6""""}"""
3301,2021-11-03,36.0,{}
1075,2021-08-03,1.06,{}
48981,2021-08-13,8.08,{}
25694,2021-09-05,37.98,"""{""""2021-09-18"""": """"38.6"""", """"2021-11-04"""": """"37.58"""", """"2021-11-22"""": """"36""""}"""
570,2021-08-17,8.0,{}
54472,2021-09-12,3.38,{}
11720,2021-09-22,6.9,{}
3588,2021-09-22,21.5,"""{""""2021-10-19"""": """"21.8799""""}"""
1190,2021-08-13,25.5,{}
127,2021-09-16,3.2,{}
11368,2021-10-31,10.5,{}
58102,2021-08-22,3.2,{}
40715,2021-08-11,18.3,"""{""""2021-09-19"""": """"17.5""""}"""
1488,2021-09-16,13.6,{}
48583,2021-09-29,18.2,"""{""""2021-09-30"""": """"16.8""""}"""
722,2021-10-11,1.1,{}
6772,2021-09-16,35.58,{}
27526,2021-08-27,1.5,{}
63684,2021-09-17,21.88,{}
71,2021-08-16,4.1,"""{""""2021-08-19"""": """"3.62""""}"""
40827,2021-11-25,26.98,"""{""""2021-11-28"""": """"26.8""""}"""
38584,2021-09-12,8.5,{}
44,2021-09-30,2.7,{}
1248,2021-09-13,1.2499,{}
59689,2021-08-15,13.5,{}
31685,2021-07-20,1.4,"""{""""2021-08-03"""": """"1.2"""", """"2021-08-12"""": """"0.98""""}"""
56011,2021-09-18,47.0,"""{""""2021-10-08"""": """"46""""}"""
20108,2021-10-31,14.3,{}
11355,2021-08-10,4.4,{}
336,2021-09-27,14.2,{}
15442,2021-10-19,1.15,{}
57149,2021-09-30,13.5,{}
403,2021-09-16,13.7,{}
847,2021-07-11,5.98,"""{""""2021-07-18"""": """"5.15"""", """"2021-08-13"""": """"5.15""""}"""
293,2021-09-02,1.2,{}
48,2021-08-18,20.67,{}
417,2021-08-09,3.6,"""{""""2021-08-12"""": """"3.1""""}"""
8403,2021-11-24,5.9,"""{""""2021-11-26"""": """"5.1""""}"""
1289,2021-08-18,2.13,{}
17632,2021-10-17,12.18,"""{""""2021-10-29"""": """"10.9799""""}"""
62448,2021-08-27,36.5,"""{""""2021-09-04"""": """"35"""", """"2021-09-13"""": """"33.9"""", """"2021-09-17"""": """"36"""", """"2021-09-18"""": """"34.8"""", """"2021-09-23"""": """"33.5""""}"""
48466,2021-11-22,6.3,{}
4236,2021-08-15,27.66,{}
45707,2021-09-06,2.3,{}
41550,2021-09-24,42.98,{}
1084,2021-07-26,3.9,"""{""""2021-08-15"""": """"3.5"""", """"2021-08-29"""": """"3.38"""", """"2021-09-07"""": """"3.0""""}"""
17833,2021-11-08,14.2,{}
12505,2021-09-18,1.2,"""{""""2021-10-13"""": """"1.15""""}"""
829,2021-09-30,9.28,{}
64196,2021-09-19,2.6,"""{""""2021-10-01"""": """"1.8""""}"""
1288,2021-09-04,13.5,{}
35024,2021-09-07,6.98,"""{""""2021-09-15"""": """"6.78""""}"""
1467,2021-09-02,8.28,"""{""""2021-09-10"""": """"7.7"""", """"2021-09-16"""": """"7.8""""}"""
810,2021-06-18,18.88,"""{""""2021-07-10"""": """"18.68"""", """"2021-08-19"""": """"17.8""""}"""
6113,2021-09-28,21.0,{}
49737,2021-08-17,4.68,{}
283,2021-09-09,1.5999,{}
48480,2021-08-16,9.98,{}
29155,2021-08-14,17.98,"""{""""2021-08-26"""": """"17.5"""", """"2021-09-03"""": """"17.2""""}"""
12734,2021-08-16,2.4,{}
69121,2021-08-15,17.9,"""{""""2021-08-17"""": """"17.8"""", """"2021-08-18"""": """"17.7"""", """"2021-08-19"""": """"17.6"""", """"2021-08-20"""": """"17.5"""", """"2021-08-21"""": """"16.9"""", """"2021-08-22"""": """"16.5"""", """"2021-08-25"""": """"17""""}"""
42614,2021-08-04,558.0,"""{""""2021-08-06"""": """"5.58"""", """"2021-08-11"""": """"5.38""""}"""
50245,2021-08-02,7.8,{}
6741,2021-09-17,7.0,"""{""""2021-09-26"""": """"6.5""""}"""
61024,2021-09-25,15.2,"""{""""2021-09-26"""": """"14.9""""}"""
16219,2021-08-08,5.9,{}
53494,2021-07-17,8.48,"""{""""2021-08-10"""": """"8.28"""", """"2021-08-13"""": """"8.2"""", """"2021-09-07"""": """"8.1"""", """"2021-09-08"""": """"7.8"""", """"2021-09-12"""": """"7.7"""", """"2021-10-08"""": """"7.4""""}"""
66860,2021-06-09,20.6,"""{""""2021-06-11"""": """"20.18"""", """"2021-06-16"""": """"19.98"""", """"2021-06-19"""": """"19.48"""", """"2021-06-25"""": """"18.98"""", """"2021-07-13"""": """"18.5"""", """"2021-08-03"""": """"17.9""""}"""
259,2021-08-13,26.0,{}
40353,2021-08-15,46.88,"""{""""2021-08-19"""": """"45.88""""}"""
325,2021-09-01,3.8,"""{""""2021-09-02"""": """"3.1""""}"""
5765,2021-08-22,5.2,{}
30887,2021-09-10,5.68,{}
50667,2021-07-24,23.98,"""{""""2021-08-19"""": """"21""""}"""
40587,2021-09-03,8.9,{}
867,2021-08-21,18.8,"""{""""2021-09-13"""": """"18.5""""}"""
60244,2021-10-24,5.0,"""{""""2021-10-26"""": """"3.98""""}"""
55021,2021-08-03,9.68,"""{""""2021-08-08"""": """"9.38""""}"""
580,2021-08-17,7.85,{}
55287,2021-10-16,2.5,{}
46950,2021-08-20,3.0,"""{""""2021-08-26"""": """"2.9"""", """"2021-08-28"""": """"2.6""""}"""
48507,2021-09-10,9.98,"""{""""2021-09-11"""": """"9.38""""}"""
22926,2021-08-13,2.7,"""{""""2021-09-08"""": """"2.58"""", """"2021-10-20"""": """"2.46"""", """"2021-10-26"""": """"2.4"""", """"2021-11-20"""": """"2.3599""""}"""
58430,2021-10-17,2.18,"""{""""2021-10-19"""": """"2.1""""}"""
11296,2021-11-19,17.8,{}
73931,2021-08-28,6.5,{}
68411,2021-09-23,11.69,{}
274,2021-08-24,3.8,{}
60128,2021-10-30,5.58,{}
63843,2021-09-08,19.2,{}
431,2021-09-15,8.58,"""{""""2021-09-16"""": """"8.7""""}"""
70557,2021-11-08,1.68,"""{""""2021-11-12"""": """"1.48"""", """"2021-11-13"""": """"1.38""""}"""
31205,2021-10-07,2.46,"""{""""2021-10-23"""": """"2.3599"""", """"2021-10-28"""": """"1.99"""", """"2021-10-29"""": """"1.82"""", """"2021-10-30"""": """"1.78"""", """"2021-11-04"""": """"1.8"""", """"2021-11-07"""": """"1.68"""", """"2021-11-10"""": """"1.6"""", """"2021-11-21"""": """"1.58""""}"""
551,2021-09-01,10.4,{}
29515,2021-10-09,19.25,"""{""""2021-10-31"""": """"18.98""""}"""
170,2021-10-14,9.8,{}
1531,2021-08-22,1.4,{}
44762,2021-08-06,39.8,{}
605,2021-07-21,7.28,"""{""""2021-07-28"""": """"6.68"""", """"2021-08-01"""": """"6.55""""}"""
72407,2021-09-04,10.58,"""{""""2021-09-15"""": """"9.58""""}"""
68408,2021-11-22,9.38,{}
528,2021-09-29,3.0,{}
28870,2021-08-06,8.98,{}
62672,2021-08-03,12.88,"""{""""2021-08-11"""": """"12.58""""}"""
213,2021-09-18,6.0,"""{""""2021-09-23"""": """"3.56""""}"""
27811,2021-08-28,16.2,{}
50565,2021-09-29,17.38,{}
59300,2021-08-22,6.7,{}
5648,2021-08-24,7.1,"""{""""2021-08-28"""": """"6.88""""}"""
54216,2021-08-19,62.0,{}
748,2021-09-12,7.1,"""{""""2021-09-13"""": """"6.98""""}"""
65487,2021-10-10,1.08,{}
1077,2021-09-13,19.2,{}
91,2021-08-30,12.3,{}
633,2021-06-20,8.0,"""{""""2021-08-03"""": """"7.15""""}"""
923,2021-08-24,5.7,{}
1160,2021-09-12,5.3,{}
48601,2021-05-25,30.5,"""{""""2021-09-13"""": """"27.8""""}"""
51807,2021-08-14,8.8,{}
15227,2021-09-29,25.98,{}
1208,2021-09-22,2.64,{}
71565,2021-09-10,11.5,"""{""""2021-09-25"""": """"10.9"""", """"2021-10-05"""": """"10.4"""", """"2021-10-06"""": """"12.5""""}"""
2370,2021-11-16,6.08,{}
6196,2021-09-26,11.58,{}
121,2021-09-22,3.35,{}
7746,2021-08-31,12.88,{}
20577,2021-08-02,4.5,{}
682,2021-09-17,11.9,{}
60908,2021-09-22,12.88,{}
42487,2021-09-25,12.78,{}
52664,2021-08-02,24.8,{}
40723,2021-08-26,16.68,{}
14811,2021-10-08,18.5,{}
1260,2021-08-13,8.43,{}
30431,2021-11-26,5.0,{}
33963,2021-09-05,5.88,{}
63272,2021-09-06,1.48,{}
43442,2021-09-04,4.8,"""{""""2021-09-17"""": """"4.75"""", """"2021-09-18"""": """"4.3""""}"""
52581,2021-08-19,8.66,"""{""""2021-08-26"""": """"8.4""""}"""
1960,2021-10-23,7.8,"""{""""2021-10-27"""": """"7"""", """"2021-10-31"""": """"6.8""""}"""
17554,2021-09-13,18.98,{}
36946,2021-11-07,13.5,{}
947,2021-08-25,5.0,"""{""""2021-09-05"""": """"4.8"""", """"2021-09-13"""": """"4.25""""}"""
21883,2021-09-30,8.8,"""{""""2021-10-04"""": """"8.6"""", """"2021-10-13"""": """"8.5""""}"""
322,2021-09-18,12.98,"""{""""2021-09-28"""": """"11.7""""}"""
1507,2021-08-20,8.8,{}
37087,2021-10-25,11.18,{}
35552,2021-10-27,16.28,"""{""""2021-11-04"""": """"15.8""""}"""
50393,2021-09-06,14.5,{}
30396,2021-09-03,7.88,{}
164,2021-08-06,23.5,{}
67291,2021-09-19,19.5,{}
879,2021-09-03,3.0,{}
584,2021-09-10,1.05,{}
62619,2021-07-30,2.89,"""{""""2021-08-28"""": """"2.82""""}"""
485,2021-08-13,7.75,{}
16292,2021-10-05,6.5,{}
1568,2021-09-27,1.4,{}
832,2021-06-22,23.38,"""{""""2021-07-05"""": """"22.68"""", """"2021-08-14"""": """"21.68""""}"""
314,2021-08-26,11.5,{}
1244,2021-08-23,15.4,{}
58841,2021-11-27,2.6,{}
11767,2021-11-11,45.98,{}
601,2021-07-11,2.0,"""{""""2021-09-06"""": """"1.3""""}"""
35915,2021-10-03,26.0,"""{""""2021-10-10"""": """"25.8""""}"""
561,2021-09-29,4.5,"""{""""2021-09-30"""": """"3.46""""}"""
1177,2021-09-10,22.88,"""{""""2021-09-16"""": """"20.88"""", """"2021-09-18"""": """"19.88"""", """"2021-09-22"""": """"19.3""""}"""
67282,2021-10-08,44.5,"""{""""2021-10-12"""": """"43.6"""", """"2021-10-30"""": """"43.5"""", """"2021-11-09"""": """"42.5"""", """"2021-11-21"""": """"42.3""""}"""
71396,2021-08-26,4.3,"""{""""2021-09-04"""": """"4.2"""", """"2021-09-19"""": """"4""""}"""
25141,2021-09-17,10.0,{}
57543,2021-10-27,37.8,"""{""""2021-11-05"""": """"37.3"""", """"2021-11-11"""": """"36.98"""", """"2021-11-13"""": """"36.7""""}"""
66467,2021-08-08,29.8,{}
1466,2021-09-22,6.0,"""{""""2021-09-27"""": """"5.7""""}"""
1471,2021-08-06,6.1,{}
1200,2021-06-08,3.2,"""{""""2021-07-13"""": """"2.8"""", """"2021-08-10"""": """"2.35""""}"""
7252,2021-09-14,6.98,"""{""""2021-09-22"""": """"7.78""""}"""
1425,2021-10-06,11.8,{}
7476,2021-09-14,24.0,"""{""""2021-09-25"""": """"23.5""""}"""
12425,2021-09-02,29.48,{}
6681,2021-09-12,7.9,{}
40287,2021-09-21,21.8,{}
877,2021-08-25,15.0,"""{""""2021-09-02"""": """"14.2""""}"""
359,2021-08-06,2.8,"""{""""2021-08-07"""": """"3.43""""}"""
155,2021-09-09,2.15,{}
1198,2021-07-28,2.88,"""{""""2021-08-15"""": """"2.6"""", """"2021-08-29"""": """"2.38"""", """"2021-09-07"""": """"2.0""""}"""
69146,2021-09-20,18.88,{}
22444,2021-10-26,11.18,"""{""""2021-10-28"""": """"10.9799""""}"""
1008,2021-09-03,5.6,{}
7913,2021-10-17,9.0,"""{""""2021-10-21"""": """"8""""}"""
25807,2021-10-16,7.88,"""{""""2021-10-28"""": """"8.38""""}"""
35842,2021-08-24,2.18,{}
2029,2021-10-11,2.46,"""{""""2021-10-24"""": """"2.18""""}"""
1013,2021-08-08,5.7,{}
1624,2021-09-08,7.0,"""{""""2021-09-16"""": """"6.5""""}"""
8164,2021-08-04,11.2,"""{""""2021-08-06"""": """"12.3"""", """"2021-08-12"""": """"12""""}"""
2707,2021-11-08,2.2,"""{""""2021-11-09"""": """"1.8""""}"""
28901,2021-08-07,9.25,"""{""""2021-08-09"""": """"9.55""""}"""
48401,2021-10-05,3.38,{}
25725,2021-07-14,4.44,"""{""""2021-07-23"""": """"4.1"""", """"2021-08-14"""": """"3.9"""", """"2021-08-19"""": """"3.8""""}"""
4187,2021-09-13,37.9,"""{""""2021-09-14"""": """"36.9""""}"""
57508,2021-08-04,1.28,{}
48157,2021-09-20,12.9,"""{""""2021-09-30"""": """"12.8""""}"""
40884,2021-09-28,10.3,{}
71201,2021-09-08,44.3,"""{""""2021-09-18"""": """"43.5""""}"""
35401,2021-08-25,66.6,{}
35261,2021-08-02,19.2,{}
35437,2021-09-02,3.08,"""{""""2021-09-10"""": """"3"""", """"2021-09-13"""": """"2.96"""", """"2021-09-15"""": """"2.7""""}"""
44341,2021-10-12,4.5,"""{""""2021-10-13"""": """"4.68"""", """"2021-10-14"""": """"4.48""""}"""
848,2021-09-11,9.0,"""{""""2021-09-20"""": """"7.6""""}"""
30,2021-08-29,19.5,{}
37024,2021-09-17,18.6,"""{""""2021-09-19"""": """"18""""}"""
840,2021-08-12,4.7,{}
40668,2021-05-24,4.18,"""{""""2021-07-06"""": """"3.66"""", """"2021-08-15"""": """"3.1""""}"""
12169,2021-10-19,8.98,{}
17418,2021-08-29,82.8,{}
1616,2021-07-25,3.88,"""{""""2021-09-07"""": """"3.58""""}"""
46402,2021-10-18,27.0,{}
6713,2021-11-04,15.0,{}
40765,2021-10-28,5.8,{}
17044,2021-08-12,2.99,{}
60543,2021-08-01,13.3,{}
7331,2021-09-27,0.3,{}
64961,2021-09-27,38.5,"""{""""2021-10-15"""": """"37.2""""}"""
49806,2021-08-31,29.98,{}
440,2021-09-08,8.0,"""{""""2021-09-14"""": """"4.4""""}"""
67543,2021-09-09,10.3,{}
1022,2021-08-09,4.7,{}
64992,2021-08-07,2.18,"""{""""2021-08-24"""": """"1.98"""", """"2021-09-23"""": """"1.8""""}"""
